Week ,total_rain,avg_rain,no_days_rain,temp_8am,temp_12nn,temp_2pm,temp_8pm,avg_temp,rh_8am,rh_12nn,rh_2pm,rh_8pm,avg_rh,total_rain_era,temp_era,Year,YLI,YLS,TFL,Shooting,Control
1,10.5,1.5,1,26.29,28.94,5.03,26.06,21.58,91.43,84.86,7.86,89.71,68.46,31,24.518,2022,6,8.4,11.4,11.83333333,PlantationPractice_WithProtectant
2,54.5,7.79,2,25.9,30.46,35.47,26.74,29.64,97,78,58.43,87.57,80.25,43,23.79,2022,5.4,8,11.76,11.43333333,PlantationPractice_WithProtectant
3,50.5,7.21,3,26.86,31.33,29.07,25.01,28.07,91.43,73.29,74.57,93.86,83.29,98,23.856,2022,,,,,PlantationPractice_WithProtectant
4,56.5,8.07,6,18.63,21.43,22.71,20.93,20.93,67.86,56.14,48.43,59,57.86,36,24.151,2022,,,,,PlantationPractice_WithProtectant
5,41,5.86,3,25.27,29.11,32.07,27.23,28.42,95.14,72.57,70.57,87.14,81.36,41,24.287,2022,,,,,PlantationPractice_WithProtectant
6,16.4,2.34,6,25.97,29.64,31.19,27.31,28.53,92.43,72.57,69.14,86.43,80.14,13,24.552,2022,,,,,PlantationPractice_WithProtectant
7,11.7,1.67,4,28.1,29.61,31.39,26.26,28.84,79.86,76.43,68.57,90.86,78.93,40,23.42,2022,,,,,PlantationPractice_WithProtectant
8,96.3,13.76,5,24.93,29.14,30.5,25.26,27.46,97.43,81,77.29,94,87.43,45,24.307,2022,,,,,PlantationPractice_WithProtectant
9,93.7,13.39,6,25.86,29.73,31.26,26.5,28.34,96.14,78.57,73.57,89,84.32,146,24.14,2022,,,,,PlantationPractice_WithProtectant
10,35.6,5.09,7,27.63,35.84,32.23,30.46,31.54,90,81.43,74.86,104.86,87.79,89,24.894,2022,,,,,PlantationPractice_WithProtectant
11,11.7,1.67,6,26.64,30.99,31.6,26.97,29.05,91.57,77.43,74.29,91,83.57,37,24.927,2022,,,,,PlantationPractice_WithProtectant
12,9.4,1.34,4,27.21,31.07,31.4,27.33,29.25,89.71,69.43,72.57,90,80.43,120,24.247,2022,,,,,PlantationPractice_WithProtectant
13,49.8,7.11,4,26.63,32.09,30.81,26.61,29.04,93.86,66,71,91.57,80.61,188,23.894,2022,,,,,PlantationPractice_WithProtectant
14,77.1,11.01,5,28.9,32.33,32.89,26.1,30.05,90.71,78.57,74.71,94.43,84.61,44,24.882,2022,,,,,PlantationPractice_WithProtectant
15,87,12.43,4,29.16,32.66,32.86,26.84,30.38,76,67.71,65.86,88.86,74.61,88,24.747,2022,,,,,PlantationPractice_WithProtectant
16,10.3,1.47,6,28.6,32.8,31.34,27.63,30.09,85.29,71.14,76.14,90.29,80.71,111,24.599,2022,,,,,PlantationPractice_WithProtectant
17,33.17,4.74,4,28.01,32.09,31.66,26.23,29.5,90.29,73.43,74,95.57,83.32,69,24.408,2022,,,,,PlantationPractice_WithProtectant
18,61,8.71,4,27.06,29.21,30.8,25.77,28.21,92.71,86.14,85.57,82.57,86.75,140,24.702,2022,,,,,PlantationPractice_WithProtectant
19,70.3,10.04,5,28.16,31.74,34.24,27.34,30.37,88.14,75.57,74.43,89.57,81.93,67,25.02,2022,,,,,PlantationPractice_WithProtectant
20,77.3,11.04,6,27.46,32.13,31.91,27.67,29.79,88.86,71.57,71.71,91.86,81,82,24.741,2022,,,,,PlantationPractice_WithProtectant
21,47,6.71,3,27.46,31.43,32.21,27.4,29.63,91.57,78.14,71,90.29,82.75,49,24.874,2022,,,,,PlantationPractice_WithProtectant
22,0,0,0,27.81,32.73,35.2,28.44,31.05,86.29,62.57,62.14,83.57,73.64,66,24.983,2022,,,,,PlantationPractice_WithProtectant
23,0.7,0.1,2,26.91,33.96,34.3,27.23,30.6,86.71,61.71,63.86,87.43,74.93,39,25.375,2022,,,,,PlantationPractice_WithProtectant
24,41,5.86,3,27.77,31.46,32.51,26.99,29.68,85.86,72.86,67,88.57,78.57,46,25.357,2022,,,,,PlantationPractice_WithProtectant
25,41,5.86,2,27.07,30.59,32.03,28.1,29.45,86.14,71.14,65.86,88.14,77.82,69,25.344,2022,,,,,PlantationPractice_WithProtectant
26,35.5,5.07,3,27.71,32.87,36.44,26.07,30.78,89.57,65.71,59,89.57,75.96,43,25.337,2022,,,,,PlantationPractice_WithProtectant
27,71,10.14,6,27.39,32.26,34.5,27.24,30.35,91.43,69.86,66.86,91.86,80,119,25.068,2022,,,,,PlantationPractice_WithProtectant
28,56.9,8.13,7,27.23,32.97,33.39,27.96,30.39,92.57,69.57,70.86,82.71,78.93,72,25.22,2022,,,,,PlantationPractice_WithProtectant
29,70.8,10.11,7,27.01,31.63,33.6,26.7,29.74,92.71,74.71,75.57,92.29,83.82,47,25.708,2022,,,,,PlantationPractice_WithProtectant
30,35,5,1,27.43,32.54,35.09,27.36,30.6,91.29,66.86,66.29,88,78.11,98,24.841,2022,,,,,PlantationPractice_WithProtectant
31,19,2.71,6,27.81,31.49,32.13,26.1,29.38,87.43,66.87,70.57,89.86,78.68,64,24.727,2022,,,,,PlantationPractice_WithProtectant
32,97,13.86,5,26.96,31.56,32.67,25.61,29.2,89.86,74.29,68.29,89.71,80.54,44,24.864,2022,,,,,PlantationPractice_WithProtectant
33,94,13.43,5,26.54,31.06,33.56,26.84,29.5,91.71,74.43,63.14,84,78.32,52,25.38,2022,,,,,PlantationPractice_WithProtectant
34,3,0.43,3,27.61,32.47,33.71,27.77,30.39,90.14,67.14,64.43,84,76.43,27,26.17,2022,,,,,PlantationPractice_WithProtectant
